# BEAST v1.8.1, r6542
# Generated Mon Feb 16 10:25:11 GMT 2015 [seed=1424082293563]
state	posterior	prior	likelihood	treeModel.rootHeight	exponential.popSize	exponential.growthRate	CP1+2.kappa	CP3.kappa	frequencies1	frequencies2	frequencies3	frequencies4	CP1+2.alpha	CP3.alpha	CP1+2.mu	CP3.mu	clock.rate	CP1+2.treeLikelihood	CP3.treeLikelihood	coalescent
3943000	-12106.762529839918	-363.82641725354836	-11742.936112586369	13.726099820042153	42.26624978049899	0.12337719034712107	7.055735368201487	12.307031243788868	0.3406137742122982	0.17683494121295995	0.2164914092190715	0.26605987535567033	0.16840519299188828	1.9533231652923992	0.5811594529313875	1.8376810941372261	0.005756719874435386	-5194.464924215868	-6548.4711883705	-347.61929984157496
3944000	-12113.446223931014	-365.67973770727957	-11747.766486223734	13.528920034672108	24.598711859066277	0.05736036774359928	7.055735368201487	12.307031243788868	0.3406137742122982	0.17683494121295995	0.2164914092190715	0.26605987535567033	0.18428971306583306	1.9533231652923992	0.5738383950644279	1.8523232098711453	0.005408537723946176	-5197.485900818265	-6550.2805854054695	-350.7601416222997
3945000	-12095.60496850991	-359.38529023463985	-11736.219678275269	12.936300447094588	26.88500397621886	0.09540306671091235	7.055735368201487	12.307031243788868	0.3406137742122982	0.17683494121295995	0.2164914092190715	0.26605987535567033	0.14798612457105967	1.895247957108569	0.557007152512725	1.8859856949745513	0.005703515733783066	-5196.73587099434	-6539.483807280929	-344.1015345106029
3946000	-12121.169906652794	-363.40548508615353	-11757.76442156664	13.37926750065265	21.969728701393198	0.07379977566174667	7.055735368201487	15.404616588500074	0.3406137742122982	0.1768192863333701	0.2164914092190715	0.26607553023526015	0.1400021294323429	1.8261229435418893	0.6052680165382102	1.789463966923581	0.005677969279384897	-5197.75421619143	-6560.010205375211	-348.2596023934198
3947000	-12117.662353859048	-358.8281837676762	-11758.834170091372	12.899556153325	20.91805385281199	0.0432874756864956	7.055735368201487	15.470976069438306	0.3406137742122982	0.1768192863333701	0.2164914092190715	0.26607553023526015	0.1504421283838085	1.8261229435418893	0.5755668715397261	1.8488662569205492	0.005886243266515757	-5201.814591228851	-6557.019578862521	-343.9914398057744
3948000	-12123.436446961474	-358.7425569117515	-11764.693890049723	13.068043847169157	41.77419795946333	0.13962876905808763	7.055735368201487	15.470976069438306	0.3406137742122982	0.17687208291444417	0.21643861263799744	0.26607553023526015	0.14749477514889792	2.0303027472209307	0.60758534922209	1.7848293015558214	0.005768938312106415	-5199.1767686575	-6565.517121392223	-341.7894900842774
3949000	-12117.93001398263	-358.37145011826163	-11759.558563864368	13.411081977801652	39.08906891078616	0.1250205864028507	7.8833656755116515	15.470976069438306	0.3406137742122982	0.17687208291444417	0.21643861263799744	0.26607553023526015	0.14749477514889792	2.0303027472209307	0.5990421870409545	1.8019156259180924	0.0056976746089042385	-5195.142767822008	-6564.415796042359	-341.4745911232369
3950000	-12125.205889619387	-365.5018970448264	-11759.70399257456	13.051634888104072	34.17799137710565	0.08460149614389012	6.924837114987693	13.709609452756537	0.33985738936428733	0.18152747646091105	0.2125396039395414	0.26607553023526015	0.14749477514889792	2.0303027472209307	0.5850397138287922	1.829920572342417	0.005623938129720106	-5198.786613639023	-6560.917378935537	-349.65506864890784
3951000	-12113.491392612126	-366.30174406969394	-11747.189648542433	12.9310960865493	45.77834063047503	0.12704114775095962	9.271984944100192	13.709609452756537	0.33985738936428733	0.18152747646091105	0.2125396039395414	0.26607553023526015	0.14749477514889792	2.0303027472209307	0.5504500129744699	1.8990999740510615	0.005699486005971982	-5186.314083205793	-6560.875565336639	-349.19412538091063
3952000	-12133.174743945137	-369.5620291037037	-11763.612714841434	13.224596537781798	63.17472353967836	0.1583231945125282	8.95287219591202	13.709609452756537	0.33985738936428733	0.18152747646091105	0.2125396039395414	0.26607553023526015	0.12555056790429445	2.0303027472209307	0.5504500129744699	1.8990999740510615	0.005236740606231034	-5199.213020987363	-6564.39969385407	-351.9741832949955
3953000	-12133.28869385936	-369.56572995720603	-11763.722963902153	13.005571650568944	47.22292492519198	0.14111719638558076	8.95287219591202	13.709609452756537	0.33985738936428733	0.18152747646091105	0.2125396039395414	0.26607553023526015	0.12555056790429445	2.0303027472209307	0.5204850740198215	1.9590298519603584	0.005030301224096014	-5205.2879121749775	-6558.435051727176	-352.4817210775077
3954000	-12116.311690299044	-366.69064638888506	-11749.62104391016	12.94472603485911	48.017676273461014	0.1424847288821664	8.95287219591202	13.709609452756537	0.33985738936428733	0.18152747646091105	0.2125396039395414	0.26607553023526015	0.12555056790429445	2.0303027472209307	0.5807274269762869	1.8385451460474276	0.005791979447552317	-5192.651104638772	-6556.9699392713865	-349.455673891186
3955000	-12111.645433421803	-366.7719711687964	-11744.873462253006	12.847350821442486	42.56412563998993	0.12403146574837175	8.810745769177927	13.709609452756537	0.33985738936428733	0.18152747646091105	0.2125396039395414	0.26607553023526015	0.12555056790429445	2.0303027472209307	0.5574971353276356	1.8850057293447302	0.005479227270366803	-5187.210213878485	-6557.663248374522	-349.94287540991036
3956000	-12120.791768769506	-365.5060529996783	-11755.285715769827	12.897792063620562	40.829143828276486	0.09537395384223613	8.810745769177927	13.709609452756537	0.33985738936428733	0.18152747646091105	0.2125396039395414	0.26607553023526015	0.13634445648840332	1.5292085663477903	0.5989283707178927	1.8021432585642159	0.005696129030989783	-5187.975747578242	-6567.309968191586	-349.9720550949336
3957000	-12123.826546134329	-365.297390082924	-11758.529156051405	14.095009233203873	20.978052676930897	0.04120610632703986	8.810745769177927	13.709609452756537	0.33985738936428733	0.18152747646091105	0.2125396039395414	0.26607553023526015	0.16270492175870216	1.5292085663477903	0.5833065587056276	1.833386882588746	0.005120812809143779	-5192.924874493235	-6565.60428155817	-351.0547456645988
3958000	-12121.739471901854	-364.35694793092887	-11757.382523970926	13.443826113968985	31.462347768703914	0.10214367602175145	8.810745769177927	13.709609452756537	0.3418964125590047	0.18152747646091105	0.210500580744824	0.26607553023526015	0.16270492175870216	1.5292085663477903	0.6038758349505577	1.7922483300988858	0.005465073199745282	-5199.418902511165	-6557.963621459762	-348.99791095213334
3959000	-12116.154760967278	-364.7594340499302	-11751.395326917347	13.422335125442864	46.86372016954965	0.12715266591402005	7.387706556944999	13.709609452756537	0.3418964125590047	0.19966236084512864	0.210500580744824	0.24794064585104256	0.16270492175870216	1.5292085663477903	0.5821451927182476	1.8357096145635061	0.005412295227592149	-5187.210612651477	-6564.184714265871	-349.0376528214857
3960000	-12123.001284316868	-361.1715033250271	-11761.82978099184	13.639904019816298	34.576116863944414	0.09728061214024092	8.310261582871075	13.427206160671908	0.3451626866229006	0.19966236084512864	0.20723430668092813	0.24794064585104256	0.16270492175870216	1.5292085663477903	0.604541138954156	1.7909177220916894	0.005456087898219942	-5193.207366314527	-6568.622414677313	-345.9159836863704
3961000	-12115.003310004548	-361.44626619710397	-11753.557043807443	13.310220614298649	45.25467321435827	0.12438059518225561	6.408098201097517	13.427206160671908	0.3451626866229006	0.19966236084512864	0.20723430668092813	0.24794064585104256	0.1490268928533867	1.5292085663477903	0.6019057495966349	1.7961885008067315	0.005587804436485468	-5200.618805585134	-6552.938238222309	-346.0566594429659
3962000	-12113.48609792839	-356.939255132534	-11756.546842795855	13.530605296425414	44.62432994891982	0.14410007377524947	6.408098201097517	13.427206160671908	0.3451626866229006	0.19966236084512864	0.20723430668092813	0.24794064585104256	0.1490268928533867	1.5292085663477903	0.5900933000874052	1.8198133998251909	0.00530121543732826	-5186.508789007013	-6570.038053788841	-341.3955714261421
3963000	-12126.004965530456	-360.4760441588176	-11765.528921371639	13.416123178801357	53.572010611407094	0.1408980797576978	6.991980184308729	13.427206160671908	0.3451626866229006	0.19966236084512864	0.20027479970259995	0.25490015282937073	0.1490268928533867	1.5292085663477903	0.5766619898139975	1.8466760203720063	0.005471637412310699	-5196.104232696377	-6569.424688675261	-344.62063096871475
3964000	-12128.920809982212	-359.6381045682442	-11769.282705413967	13.448231125064709	31.67978414944223	0.10535531784888584	6.991980184308729	15.07264424444556	0.3451626866229006	0.19966236084512864	0.20027479970259995	0.25490015282937073	0.1490268928533867	1.8831447399500372	0.5861056047325697	1.827788790534862	0.005540301764386024	-5203.4956502891555	-6565.787055124812	-343.7365315324729
3965000	-12115.549595593457	-358.8813338416835	-11756.668261751773	13.187100394529578	26.1358187814918	0.09468397170368045	6.991980184308729	15.07264424444556	0.3451626866229006	0.19966236084512864	0.20027479970259995	0.25490015282937073	0.1490268928533867	1.8831447399500372	0.5605645298547168	1.8788709402905677	0.0058178918700642806	-5195.342921240868	-6561.3253405109035	-343.236206524855
3966000	-12128.315770880332	-356.46160644826006	-11771.854164432072	12.857379374020333	46.53033058912993	0.16923299700831343	6.991980184308729	15.07264424444556	0.34765785290921536	0.19716719455881387	0.20027479970259995	0.25490015282937073	0.1490268928533867	1.8831447399500372	0.5695077730755189	1.8609844538489635	0.005666950667303615	-5214.462658966856	-6557.391505465217	-339.45949831687096
3967000	-12121.918221471986	-359.61823901039656	-11762.299982461589	12.613386060790594	53.75250224645885	0.1662721471677046	6.991980184308729	15.073587152544398	0.34765785290921536	0.19716719455881387	0.20027479970259995	0.25490015282937073	0.1490268928533867	1.8831447399500372	0.5771122694689402	1.8457754610621209	0.005822342809272231	-5210.930451568826	-6551.369530892763	-342.4737382055315
3968000	-12108.660996178494	-364.51722743305504	-11744.14376874544	12.961232693171665	76.31887776240308	0.2087119821620761	6.991980184308729	13.283055355165088	0.34765785290921536	0.19716719455881387	0.20027479970259995	0.25490015282937073	0.1490268928533867	1.8831447399500372	0.5766814665779845	1.8466370668440324	0.0056291378707881735	-5198.187428714344	-6545.956340031096	-346.8584269003877
3969000	-12123.037651167497	-366.83610199863847	-11756.201549168858	12.993377334062375	38.110776492971105	0.1672826052906456	6.991980184308729	13.283055355165088	0.34765785290921536	0.19716719455881387	0.20027479970259995	0.25490015282937073	0.1490268928533867	1.5632520166434718	0.5629465186672521	1.874106962665497	0.00584655809599768	-5204.999532018923	-6551.202017149936	-350.9193413007396
3970000	-12115.024881414838	-360.0375947010097	-11754.98728671383	13.120728227078505	38.3907194106771	0.11587188017661693	6.991980184308729	13.283055355165088	0.34765785290921536	0.19716719455881387	0.20027479970259995	0.25490015282937073	0.1490268928533867	1.5632520166434718	0.5855385174697589	1.8289229650604835	0.005504191548904231	-5197.73822812702	-6557.24905858681	-344.73543267716116
3971000	-12109.646640746296	-361.69523705449245	-11747.951403691803	13.361493044439777	39.06676126435556	0.11275098638607063	6.991980184308729	13.283055355165088	0.34765785290921536	0.19716719455881387	0.20027479970259995	0.25490015282937073	0.15367015820374727	1.5632520166434718	0.5737110061397426	1.8525779877205162	0.005383321801651751	-5198.920541527137	-6549.030862164665	-346.4196065237989
3972000	-12113.76724855869	-361.7515949099407	-11752.015653648748	13.095275617303603	31.987870894095188	0.08302440684670116	9.386626102806346	13.283055355165088	0.34765785290921536	0.19716719455881387	0.20027479970259995	0.25490015282937073	0.15367015820374727	1.5632520166434718	0.5198423129162649	1.9603153741674715	0.005412699959603482	-5195.780119717941	-6556.235533930809	-346.49370596614165
3973000	-12124.72626113435	-365.4704135647952	-11759.255847569555	13.202264011850172	22.1969304321534	0.04870734336129214	9.386626102806346	13.283055355165088	0.34765785290921536	0.19716719455881387	0.20027479970259995	0.25490015282937073	0.15367015820374727	1.5632520166434718	0.5656827602386748	1.8686344795226517	0.005577389517245655	-5195.2096520622545	-6564.0461955073	-350.9231626054896
3974000	-12119.960522359706	-365.8034534494518	-11754.157068910255	13.351429333230506	23.91016445004681	0.04870734336129214	7.0826757641297	13.283055355165088	0.34765785290921536	0.19716719455881387	0.20027479970259995	0.25490015282937073	0.15367015820374727	1.5632520166434718	0.569881965837271	1.8602360683254593	0.0054919439613703835	-5192.776008423831	-6561.381060486424	-351.6760515024413
3975000	-12125.338524241117	-359.7911517014613	-11765.547372539655	13.468167277221722	18.412351501602366	0.02029110881722755	7.0826757641297	13.283055355165088	0.34800425259650763	0.19682079487152157	0.20027479970259995	0.25490015282937073	0.15476960103132686	1.3306284875649057	0.5033154748365849	1.9933690503268315	0.005872057670591317	-5198.845046736157	-6566.702325803497	-346.62556615284984
3976000	-12125.520487537107	-364.1314934678072	-11761.3889940693	12.853775629193791	12.726736274519466	-0.019816644655157305	7.0826757641297	13.283055355165088	0.341458955538232	0.18491607301513105	0.20027479970259995	0.27335017174403686	0.1278889569924927	2.449633187292825	0.6013976419296113	1.7972047161407787	0.005620052947428621	-5211.375434050943	-6550.013560018358	-349.2050184195854
3977000	-12118.052097891232	-368.77859039545837	-11749.273507495773	13.052886558383628	17.332488619172164	-0.0039001084571423563	6.712120477562286	13.283055355165088	0.341458955538232	0.18491607301513105	0.20027479970259995	0.27335017174403686	0.17594351565855373	2.449633187292825	0.5833616780697307	1.83327664386054	0.005447888513324852	-5214.31713022411	-6534.956377271663	-353.7350320055842
3978000	-12119.116834425935	-370.1496672962705	-11748.967167129664	13.029319662528934	19.78590414669494	0.008974787706825853	7.039701671497719	13.386980297984525	0.341458955538232	0.18491607301513105	0.20027479970259995	0.27335017174403686	0.17594351565855373	2.449633187292825	0.5714695766692931	1.8570608466614151	0.005523135877104112	-5203.602904170686	-6545.364262958978	-354.8145343981197
3979000	-12115.77895481888	-367.6014569644447	-11748.177497854434	13.673574013484549	19.575879231621915	0.0448569317806964	7.039701671497719	13.386980297984525	0.341458955538232	0.18491607301513105	0.20027479970259995	0.27335017174403686	0.17594351565855373	2.449633187292825	0.5908251846605967	1.8183496306788078	0.005418121914227462	-5201.362842282983	-6546.814655571451	-351.904569871208
3980000	-12110.155821711616	-367.38855641937806	-11742.767265292237	13.390067362247295	21.388231722923816	0.052247841829312136	7.039701671497719	13.386980297984525	0.341458955538232	0.18491607301513105	0.20027479970259995	0.27335017174403686	0.14100461760408692	2.449633187292825	0.5762586342184208	1.8474827315631597	0.005292544364812453	-5199.328011931515	-6543.4392533607215	-351.6116696876631
3981000	-12109.774232371108	-362.05478039748306	-11747.719451973626	13.119262222150665	23.761114397570744	0.0388023808583728	7.086042173924554	13.386980297984525	0.341458955538232	0.18491607301513105	0.20027479970259995	0.27335017174403686	0.14100461760408692	2.449633187292825	0.5772164272709883	1.8455671454580247	0.005810480303010828	-5207.662947788514	-6540.056504185112	-346.2188085442591
3982000	-12110.056950947534	-358.964974282315	-11751.091976665219	12.94064938496322	30.34638643345919	0.08546438760646735	7.086042173924554	13.386980297984525	0.341458955538232	0.18491607301513105	0.20027479970259995	0.27335017174403686	0.14100461760408692	2.449633187292825	0.5600893455550666	1.879821308889868	0.005474209831259523	-5200.513235056998	-6550.578741608219	-342.4391126486188
3983000	-12110.379939061104	-363.5526346452479	-11746.827304415856	12.877099065108986	39.926957781057055	0.11504803655885656	7.086042173924554	13.386980297984525	0.341458955538232	0.18815118403519293	0.20027479970259995	0.27011506072397495	0.14100461760408692	2.084694233437113	0.5380756825085672	1.923848634982867	0.005221709707795695	-5201.022240064002	-6545.805064351853	-347.198894028491
3984000	-12099.599387803519	-357.0758746315568	-11742.523513171962	12.68086675959707	45.20666276221286	0.13871160811502115	7.086042173924554	13.386980297984525	0.341458955538232	0.18815118403519293	0.20027479970259995	0.27011506072397495	0.14100461760408692	2.084694233437113	0.562611435020798	1.8747771299584053	0.005409555610199326	-5195.441731603259	-6547.081781568703	-340.3135577199968
3985000	-12114.744922224738	-359.36394576805424	-11755.380976456683	12.733119232852538	43.84512463162446	0.1274076615493112	7.086042173924554	13.386980297984525	0.341458955538232	0.18815118403519293	0.20027479970259995	0.27011506072397495	0.14100461760408692	2.084694233437113	0.5808531981574128	1.8382936036851758	0.005853337837840377	-5198.886796104536	-6556.494180352147	-342.6744956203141
3986000	-12111.411637344281	-358.3213221440505	-11753.09031520023	12.650686210188331	17.07721865742788	0.03451591217058293	7.086042173924554	13.386980297984525	0.341458955538232	0.18815118403519293	0.21135741617099976	0.25903244425557514	0.14100461760408692	2.084694233437113	0.5811943150455354	1.8376113699089305	0.006019411382152994	-5199.954608016348	-6553.135707183882	-343.54761837011915
3987000	-12106.442399779131	-354.3022594962486	-11752.140140282881	12.60509386397459	25.913196412298827	0.061833023225279324	7.086042173924554	13.386980297984525	0.341458955538232	0.18815118403519293	0.21135741617099976	0.25903244425557514	0.13879523940924046	1.8236941259566266	0.5813373684406976	1.8373252631186061	0.006165456604113586	-5191.9048604371665	-6560.235279845716	-339.3074214659506
3988000	-12114.455110285107	-358.10537963632356	-11756.349730648784	13.034575081349375	31.959286702936623	0.07794543046634346	7.086042173924554	13.386980297984525	0.341458955538232	0.18815118403519293	0.21135741617099976	0.25903244425557514	0.13879523940924046	1.8133357155536405	0.5713946255489575	1.8572107489020864	0.005534565610084541	-5189.841350784007	-6566.508379864777	-342.8762936660443
3989000	-12099.947450274749	-357.4864706673489	-11742.4609796074	12.731203741005519	37.084405923232076	0.13754023629546172	6.999787109652189	13.386980297984525	0.341458955538232	0.18815118403519293	0.21135741617099976	0.25903244425557514	0.13879523940924046	1.8133357155536405	0.5852526305439103	1.8294947389121807	0.005568256832077571	-5190.003917586577	-6552.457062020823	-341.47551013693123
3990000	-12118.590716326253	-356.6526248249942	-11761.938091501259	13.126052714104521	44.5860138832935	0.14417370151689962	6.756982936564736	12.418065620147749	0.341458955538232	0.18815118403519293	0.21135741617099976	0.25903244425557514	0.1300943020170348	1.8133357155536405	0.5758752924522754	1.8482494150954505	0.005875630757702816	-5188.765652412436	-6573.172439088823	-340.55026988580516
3991000	-12112.286551303636	-361.3284375178893	-11750.958113785746	12.929258169937613	61.66287198386412	0.18523743663709097	6.756982936564736	12.418065620147749	0.341458955538232	0.17821646388812987	0.22129213631806283	0.25903244425557514	0.1300943020170348	1.8133357155536405	0.5758752924522754	1.8482494150954505	0.00542799737179466	-5199.539001094629	-6551.419112691117	-344.5381333071061
3992000	-12112.653744731802	-362.0179087865085	-11750.635835945293	13.088700260019698	47.885564069803664	0.13992920227900696	6.756982936564736	12.418065620147749	0.341458955538232	0.17821646388812987	0.22129213631806283	0.25903244425557514	0.16269079371761583	1.646112661271926	0.6009690840455023	1.7980618319089967	0.005756939135212924	-5185.832560300648	-6564.803275644645	-346.1834502643121
3993000	-12121.201333613684	-359.1027901040171	-11762.098543509666	12.6857111516811	37.723003850263694	0.11397986841745648	6.756982936564736	12.418065620147749	0.341458955538232	0.17821646388812987	0.22129213631806283	0.25903244425557514	0.16269079371761583	1.646112661271926	0.5604446341851095	1.8791107316297824	0.005659065730240672	-5185.3783098446365	-6576.720233665029	-343.807191110711
3994000	-12114.86558139927	-357.49135956858794	-11757.374221830682	12.282590947551556	34.04935805777168	0.1417464825961023	7.076377632776639	12.418065620147749	0.341458955538232	0.17821646388812987	0.22129213631806283	0.25903244425557514	0.16269079371761583	1.646112661271926	0.5441687174149341	1.911662565170133	0.005448287167256113	-5193.377790904646	-6563.996430926036	-341.95935032596157
3995000	-12113.08468425268	-358.18904691701704	-11754.895637335663	12.77216912212743	47.83605346053104	0.16365665588733064	5.907649979489669	11.618553845617711	0.341458955538232	0.17821646388812987	0.22129213631806283	0.25903244425557514	0.16269079371761583	1.646112661271926	0.5835466559397965	1.8329066881204084	0.005512797987613763	-5189.065707699721	-6565.829929635941	-342.4790253088718
3996000	-12116.616669094974	-353.7911563805004	-11762.825512714473	13.072063317295964	34.83877034612927	0.1134598024041134	5.732542099560225	11.618553845617711	0.341458955538232	0.17821646388812987	0.22129213631806283	0.25903244425557514	0.16269079371761583	1.646112661271926	0.5555414597462616	1.8889170805074782	0.005904996345062116	-5194.641097614727	-6568.184415099747	-338.913466833597
3997000	-12112.940029681708	-351.52097217181273	-11761.419057509895	12.853536898647562	28.062870043277947	0.0833866118429572	5.732542099560225	11.618553845617711	0.3251619295097687	0.1945134899165932	0.22129213631806283	0.25903244425557514	0.120163628979594	1.5825701162424137	0.5394713364874214	1.9210573270251585	0.005793665195166315	-5207.8822503239	-6553.536807185995	-337.4210975254363
3998000	-12104.443932972927	-356.33227669861094	-11748.111656274315	12.539211600816206	24.182527822546923	0.06944225443076651	9.662388266155716	13.158777482685512	0.3251619295097687	0.1945134899165932	0.22129213631806283	0.25903244425557514	0.120163628979594	1.8716102922675029	0.5356305221258304	1.9287389557483405	0.006149218481685916	-5203.874704663659	-6544.236951610657	-340.7728592901425
3999000	-12110.551480013282	-366.87503508214434	-11743.676444931138	12.704014133058534	61.484906779774626	0.179525771532257	7.6650520567572995	13.158777482685512	0.3251619295097687	0.1945134899165932	0.22129213631806283	0.25903244425557514	0.120163628979594	2.0574806222143502	0.5753488518105184	1.8493022963789645	0.005391418649982282	-5188.839788216043	-6554.836656715093	-349.3669285926357
4000000	-12115.309405993974	-364.6813389793196	-11750.628067014655	12.321890267787802	71.58563001561873	0.2004338580755947	7.6650520567572995	12.9685797233378	0.3251619295097687	0.1945134899165932	0.22129213631806283	0.25903244425557514	0.120163628979594	2.0574806222143502	0.547237088650201	1.9055258226995992	0.005590866802018954	-5194.42974271004	-6556.198324304615	-346.790265305303
4001000	-12116.124082752744	-366.72009350282525	-11749.403989249919	12.875103190049934	42.12921100772144	0.11029306079544253	7.6650520567572995	12.9685797233378	0.32476844429047336	0.1945134899165932	0.22129213631806283	0.2594259294748705	0.159702171177234	2.0574806222143502	0.555496667514614	1.8890066649707733	0.005490554170467731	-5196.301771251044	-6553.102217998875	-350.27595954802325
4002000	-12119.524498481036	-362.67520932737324	-11756.849289153663	13.031652431898062	46.864327360610346	0.1404191561934051	7.6650520567572995	12.9685797233378	0.3468503413445174	0.1724315928625491	0.22129213631806283	0.2594259294748705	0.159702171177234	2.0574806222143502	0.5820531445423143	1.8358937109153728	0.005392723743826058	-5198.796140533033	-6558.053148620628	-345.8131407044183
4003000	-12111.977950598419	-363.2243432052236	-11748.753607393195	13.018517748450588	42.08807995909719	0.12148860685317013	7.6650520567572995	12.9685797233378	0.3468503413445174	0.1724315928625491	0.22129213631806283	0.2594259294748705	0.13853921974791938	2.0574806222143502	0.5896850619086765	1.8206298761826483	0.005888694858751396	-5196.969714513685	-6551.78389287951	-346.62721247740745
4004000	-12127.749431342982	-363.4139499580565	-11764.335481384926	12.622529464860095	28.922437414692848	0.06630767165133376	7.6650520567572995	12.9685797233378	0.3468503413445174	0.1724315928625491	0.22129213631806283	0.2594259294748705	0.13853921974791938	2.0574806222143502	0.5755415268124385	1.8489169463751243	0.005558897272435417	-5195.553056045078	-6568.7824253398485	-347.8542525979226
4005000	-12127.557985486743	-361.25969270038195	-11766.298292786361	12.939429786897579	24.465212350082286	0.05065103960119695	7.6650520567572995	12.9685797233378	0.3445859829036458	0.2075056907961438	0.18848239682533977	0.2594259294748705	0.13853921974791938	2.0574806222143502	0.6072213505126627	1.785557298974676	0.005547268120997891	-5202.330144969962	-6563.968147816399	-346.03935731497216
4006000	-12128.985787378122	-362.9072157019646	-11766.078571676157	12.840056268141334	32.98828240666941	0.08543156323571799	7.6650520567572995	12.9685797233378	0.3445859829036458	0.2075056907961438	0.18848239682533977	0.2594259294748705	0.1561919355716399	2.0574806222143502	0.5850603174144218	1.8298793651711578	0.005865392684685372	-5213.874790381951	-6552.203781294206	-346.91473597501863
4007000	-12135.105139350599	-364.543292192122	-11770.561847158477	13.009207953037201	23.366748779110424	0.05994041787571591	7.6650520567572995	12.9685797233378	0.3465882511384717	0.2075056907961438	0.18648012859051383	0.2594259294748705	0.1561919355716399	2.0574806222143502	0.5481253208946752	1.9037493582106508	0.005442812624022851	-5198.969992195262	-6571.591854963214	-349.25008310417815
4008000	-12120.12257616991	-354.93064299648086	-11765.191933173428	12.886384995808271	25.44374928521004	0.05575425744216907	7.6650520567572995	12.9685797233378	0.3465882511384717	0.2075056907961438	0.18648012859051383	0.2594259294748705	0.1561919355716399	1.4207692264542138	0.5871489005495671	1.825702198900867	0.005821283933631702	-5205.7996904973115	-6559.3922426761155	-340.80251977936683
4009000	-12108.85757459224	-353.7340494034007	-11755.12352518884	12.826562586984888	29.05478093658844	0.08767693454352612	7.6650520567572995	12.9685797233378	0.3465882511384717	0.19091954597054783	0.21764732905006645	0.24484487384091383	0.1561919355716399	1.4207692264542138	0.539946065494422	1.9201078690111573	0.006317494334082772	-5191.036776277639	-6564.0867489112	-339.0125224704471
4010000	-12134.563508986319	-358.97762259023233	-11775.585886396088	13.37684348228387	36.503496834310404	0.11512403753793067	6.356822103115652	12.9685797233378	0.31266719988690805	0.19091954597054783	0.21764732905006645	0.27876592509247744	0.1561919355716399	1.724765525277733	0.5564043999135627	1.887191200172876	0.005375585184471891	-5220.548538364896	-6555.037348031192	-343.61522649882596
4011000	-12132.727251775254	-362.93886289309035	-11769.788388882163	12.756346303391375	63.34831181042388	0.165467064768112	6.356822103115652	11.150795330548856	0.31266719988690805	0.19091954597054783	0.21185746430350863	0.2845557898390353	0.1561919355716399	1.724765525277733	0.5518167413915042	1.896366517216993	0.005913985787869729	-5212.652005735406	-6557.136383146756	-346.67498134787536
4012000	-12125.892274110583	-360.73168899652995	-11765.160585114054	12.743704862193193	45.89059735313635	0.14563971498883752	6.356822103115652	13.597557353725016	0.31266719988690805	0.19091954597054783	0.21185746430350863	0.2845557898390353	0.1561919355716399	1.724765525277733	0.5940679135808435	1.8118641728383142	0.005412568866378837	-5218.616267191913	-6546.544317922141	-344.70795225314964
4013000	-12119.005754605661	-358.19004743344385	-11760.815707172218	12.693933590965862	36.76051022394576	0.1407126733937276	6.356822103115652	13.597557353725016	0.31266719988690805	0.19091954597054783	0.21185746430350863	0.2845557898390353	0.1632796501354295	1.724765525277733	0.5759934933682028	1.8480130132635957	0.0056706951983577355	-5206.574361529948	-6554.24134564227	-342.38325091217746
4014000	-12123.508466642854	-355.81828021174664	-11767.690186431108	12.94349086361725	29.610450042689113	0.10630656494023992	6.367175344592083	13.597557353725016	0.31266719988690805	0.19091954597054783	0.21185746430350863	0.2845557898390353	0.1223647031253786	1.674352273203702	0.5739690265047257	1.85206194699055	0.005859048125750804	-5228.615047838293	-6539.075138592814	-340.7445480892019
4015000	-12120.308146606902	-354.82528960392614	-11765.482857002975	13.24274139540102	32.121068765950724	0.08680913406606042	6.367175344592083	13.597557353725016	0.31266719988690805	0.19091954597054783	0.21185746430350863	0.2845557898390353	0.1223647031253786	1.674352273203702	0.49927126492229157	2.001457470155418	0.005488251916971524	-5217.824446209118	-6547.658410793857	-339.9508170015657
4016000	-12125.940941267017	-358.2593992024385	-11767.68154206458	12.915818121447158	46.01384659127709	0.13178073830961096	6.367175344592083	13.597557353725016	0.31266719988690805	0.19091954597054783	0.21185746430350863	0.2845557898390353	0.1223647031253786	1.674352273203702	0.540786076299117	1.9184278474017673	0.005848863759267814	-5214.647218382278	-6553.034323682301	-342.47036766336026
4017000	-12126.612323488614	-369.0287587189823	-11757.583564769633	13.442772785425095	47.66797181776353	0.11415892808974488	6.839235381746193	12.712033564635073	0.31266719988690805	0.19091954597054783	0.21185746430350863	0.2845557898390353	0.1223647031253786	1.708722838594496	0.541611110746662	1.9167777785066773	0.005341306892253139	-5210.965056743422	-6546.618508026212	-353.4401071020334
4018000	-12125.463177586054	-359.4745576042714	-11765.988619981783	13.34369778462659	58.865325867782445	0.1765912432575947	6.839235381746193	12.712033564635073	0.31266719988690805	0.20558677999482525	0.21185746430350863	0.2698885558147579	0.1223647031253786	1.708722838594496	0.5146301811255601	1.9707396377488806	0.00568381084521115	-5204.8929415510265	-6561.095678430756	-342.93950130531874
