# BEAST v1.8.1, r6542
# Generated Mon Feb 16 10:25:11 GMT 2015 [seed=1424082293563]
state	posterior	prior	likelihood	treeModel.rootHeight	exponential.popSize	exponential.growthRate	CP1+2.kappa	CP3.kappa	frequencies1	frequencies2	frequencies3	frequencies4	CP1+2.alpha	CP3.alpha	CP1+2.mu	CP3.mu	clock.rate	CP1+2.treeLikelihood	CP3.treeLikelihood	coalescent
75000	-12114.093950952978	-361.73780836910043	-11752.356142583878	13.19703772182028	65.3466995813625	0.19219895167066717	7.6583131911761315	12.743087780773156	0.3439510449619733	0.18658646587749655	0.19454760833430068	0.2749148808262292	0.14257765175709247	2.107700253157391	0.5105389825207837	1.9789220349584327	0.005569267616766909	-5206.355856701994	-6546.000285881885	-343.922301923733
76000	-12117.286488526854	-362.90472657079675	-11754.381761956058	13.19703772182028	63.20483984179356	0.19219895167066717	7.6583131911761315	12.743087780773156	0.3439510449619733	0.18658646587749655	0.19454760833430068	0.2749148808262292	0.12025356932730588	2.107700253157391	0.5525575270552041	1.8948849458895918	0.005465594218415832	-5194.689825180059	-6559.691936775997	-345.1846740384696
77000	-12112.718514087592	-363.25404453696024	-11749.464469550632	13.024091871196026	61.650727669964496	0.19219895167066717	7.6583131911761315	12.743087780773156	0.3426407393128103	0.18658646587749655	0.19454760833430068	0.27622518647539224	0.12025356932730588	1.8650442202033979	0.5484002439794465	1.903199512041107	0.0055339907696388135	-5196.044469378222	-6553.42000017241	-346.0328020675148
78000	-12114.96109778416	-361.9144448719831	-11753.046652912177	12.877814647084088	51.41016227018069	0.1491244478351416	7.6583131911761315	12.743087780773156	0.3426407393128103	0.18658646587749655	0.19454760833430068	0.27622518647539224	0.11799560120963858	1.7818714776689946	0.5768125245572869	1.8463749508854261	0.005132483734057441	-5203.099192078222	-6549.947460833954	-345.5728667147455
79000	-12123.28219927597	-360.8954355909349	-11762.386763685034	12.890474183998547	51.421446694263246	0.1491244478351416	8.452885121699529	12.743087780773156	0.3426407393128103	0.18658646587749655	0.19454760833430068	0.27622518647539224	0.11934152357669713	1.7532332740540462	0.4920801896136548	2.0158396207726903	0.005213433184152507	-5217.6551855024545	-6544.731578182578	-344.4303985153989
80000	-12125.026610490351	-358.4212620051742	-11766.605348485176	12.865831285102006	49.93567507484826	0.1491244478351416	8.452885121699529	12.743087780773156	0.34067438787917353	0.18658646587749655	0.19454760833430068	0.278191537909029	0.11934152357669713	1.7532332740540462	0.5691082365867006	1.8617835268265983	0.005751749067380969	-5210.765419621438	-6555.839928863739	-341.896866548223
81000	-12120.77418142247	-356.4958276698583	-11764.278353752612	12.835765795180205	40.42617625798039	0.12359290082636179	8.452885121699529	12.418041593390882	0.3441778497745794	0.18658646587749655	0.19454760833430068	0.27468807601362316	0.15362682774991088	1.7532332740540462	0.5553450710027898	1.8893098579944199	0.005531543166840795	-5209.431991370088	-6554.846362382523	-340.48266571254595
82000	-12117.033433527678	-359.58839522759155	-11757.445038300088	12.738669752011402	31.99681948194532	0.08093745168632696	8.452885121699529	12.418041593390882	0.33985332932086915	0.18314667617431535	0.19887212878801092	0.27812786571680437	0.15362682774991088	2.1906557848597545	0.5767827368393944	1.8464345263212107	0.005681113102396225	-5211.441696875558	-6546.003341424531	-343.37065952165693
83000	-12120.919948201567	-359.4943646202151	-11761.425583581351	13.06514456272815	30.02651843245059	0.08093745168632696	8.452885121699529	12.418041593390882	0.33985332932086915	0.18314667617431535	0.19887212878801092	0.27812786571680437	0.15362682774991088	1.948180398043662	0.5912119647408091	1.8175760705183814	0.005625938447207428	-5206.815757019925	-6554.609826561426	-343.83527222389927
84000	-12120.696895661156	-361.9228007781867	-11758.77409488297	13.33820622461642	30.514164792667447	0.0826258395472336	8.472686208290765	12.418041593390882	0.33985332932086915	0.1837225990680638	0.19829620589426247	0.27812786571680437	0.155728938386566	1.674175239037646	0.5823861714387035	1.8352276571225925	0.005447023537569395	-5209.498466896229	-6549.275627986743	-346.7995769381624
85000	-12115.63238064383	-359.123049479906	-11756.509331163925	13.267611741008455	26.264895535826245	0.057155610026345643	8.472686208290765	12.418041593390882	0.3306525698055363	0.1837225990680638	0.20749696540959528	0.27812786571680437	0.1701264642299541	1.965741659315682	0.5823861714387035	1.8352276571225925	0.005656893403050911	-5210.085581644211	-6546.423749519715	-343.7782050452017
86000	-12114.517684889053	-357.6828331587719	-11756.834851730282	12.914659853945304	24.502689232546555	0.057155610026345643	10.345426337386636	15.183774620510514	0.33869950207956007	0.17983042572966437	0.1994500331355715	0.2820200390552038	0.1701264642299541	1.965741659315682	0.5917500775241251	1.8164998449517493	0.005835597175049276	-5208.538494719267	-6548.296357011015	-341.6054979601254
87000	-12124.546157716672	-354.95544365990685	-11769.590714056765	12.928012693416726	25.608036125024682	0.057155610026345643	10.817659988156263	15.183774620510514	0.33869950207956007	0.17983042572966437	0.1994500331355715	0.2820200390552038	0.13513859564824127	1.5398293128431695	0.5917500775241251	1.8164998449517493	0.005689512714619645	-5216.510452071855	-6553.080261984909	-339.7009409892002
88000	-12116.06288562797	-354.72359068165946	-11761.339294946312	12.909574623378692	22.039350342481555	0.057155610026345643	8.427424267626558	15.22936473503212	0.33869950207956007	0.17983042572966437	0.1994500331355715	0.2820200390552038	0.13518482985128905	1.5398293128431695	0.5318282118008276	1.9363435763983443	0.005835733886329007	-5207.469174055908	-6553.870120890404	-340.03458590999475
89000	-12120.941911682048	-355.9010180374015	-11765.040893644647	12.99307425133267	26.008260560166498	0.08586919985860578	7.052287290691155	15.22936473503212	0.34833848790166755	0.17983042572966437	0.1994500331355715	0.2723810532330963	0.13518482985128905	2.0076328556802934	0.5279632750495336	1.9440734499009324	0.005665073690530068	-5198.938799759251	-6566.102093885397	-340.1292439296734
90000	-12125.805419438662	-356.25469738062964	-11769.550722058033	13.831393054945838	31.0314189552845	0.0939003932922439	7.052287290691155	15.22936473503212	0.34833848790166755	0.17983042572966437	0.1994500331355715	0.2723810532330963	0.13518482985128905	2.0076328556802934	0.5118059346897	1.9763881306205995	0.005907532314280088	-5197.750508551343	-6571.800213506689	-340.1710169638902
91000	-12103.25106643268	-357.5016695654555	-11745.749396867224	13.075737689265942	27.21606943120928	0.0939003932922439	7.052287290691155	15.054910590647111	0.34833848790166755	0.17983042572966437	0.1991216317616974	0.27270945460697044	0.17496178523394712	2.0076328556802934	0.581591705356291	1.8368165892874175	0.005886840619677208	-5201.0163516190605	-6544.733045248163	-341.49817474520216
92000	-12117.898683046742	-354.66926264286747	-11763.229420403875	13.010743429541149	23.54325862546989	0.0939003932922439	7.9835981427617115	15.054910590647111	0.34833848790166755	0.17983042572966437	0.1991216317616974	0.27270945460697044	0.1779203886928085	1.876224957312523	0.5908858147416798	1.81822837051664	0.005702963579633593	-5209.0627375783215	-6554.166682825554	-338.899664542689
93000	-12115.568406565968	-354.11619298863155	-11761.452213577337	13.29248799793911	25.304787881506353	0.0939003932922439	7.045938129689629	11.567679371472936	0.3439534209851499	0.17983042572966437	0.20350669867821503	0.27270945460697044	0.1779203886928085	1.7011512709293166	0.5826504085140005	1.8346991829719985	0.005732730311603713	-5211.6003193927145	-6549.851894184623	-339.3549205358616
94000	-12116.78424537355	-356.14318882301137	-11760.64105655054	13.108111863164124	30.11116239287816	0.0939003932922439	7.916732849045435	11.567679371472936	0.3439534209851499	0.17983042572966437	0.20350669867821503	0.27270945460697044	0.16083780427765826	1.8945070155020458	0.5742054114128077	1.8515891771743842	0.005778632429457186	-5204.114021310904	-6556.5270352396365	-340.65460946699005
95000	-12111.927249721684	-357.7261321240925	-11754.201117597591	13.41894812784275	29.963042240069854	0.0939003932922439	7.916732849045435	11.567679371472936	0.3439534209851499	0.17983042572966437	0.20350669867821503	0.27270945460697044	0.16083780427765826	1.8945070155020458	0.5822012343578477	1.8355975312843043	0.005799309866959569	-5201.925223048598	-6552.275894548993	-342.2383738690203
96000	-12111.179811693904	-357.68505946373443	-11753.49475223017	13.157362401306518	31.397567776183212	0.07258948578328508	7.916732849045435	13.564768573765644	0.3439534209851499	0.17983042572966437	0.20350669867821503	0.27270945460697044	0.16083780427765826	1.9554811919465245	0.5716613313969717	1.856677337206056	0.005526207864618393	-5198.871278569724	-6554.623473660445	-341.99543358766294
97000	-12112.714777826446	-360.9631165843219	-11751.751661242124	13.375573418984093	30.698140486417312	0.07915181889280634	7.916732849045435	13.564768573765644	0.3435927986875965	0.17983042572966437	0.2038673209757684	0.27270945460697044	0.16083780427765826	1.9554811919465245	0.6060326907901241	1.7879346184197513	0.005650760988513939	-5202.772462400496	-6548.979198841627	-345.2027860192335
98000	-12113.218496979584	-357.733439937967	-11755.485057041617	13.233928499844238	27.980996950703027	0.07915181889280634	7.916732849045435	13.564768573765644	0.3435927986875965	0.17983042572966437	0.2038673209757684	0.27270945460697044	0.16265431760768545	1.9554811919465245	0.6221619110885781	1.7556761778228434	0.0057637235817672465	-5208.960913896331	-6546.524143145286	-342.0407245495289
99000	-12127.680345353087	-358.5839376244941	-11769.096407728592	13.415674948901307	27.570452725844163	0.08620929167826832	7.916732849045435	10.91020669620494	0.3435927986875965	0.17983042572966437	0.2038673209757684	0.27270945460697044	0.16265431760768545	2.1549617653250706	0.6388747583013972	1.7222504833972052	0.005692385598865865	-5223.255709778214	-6545.840697950378	-342.87076012961666
100000	-12107.87819487042	-360.3722378667816	-11747.50595700364	13.05659091413035	26.097332400363467	0.08620929167826832	7.491057877854738	11.595914898488461	0.3435927986875965	0.17983042572966437	0.2038673209757684	0.27270945460697044	0.16265431760768545	2.2605594393638975	0.6145416341463281	1.7709167317073433	0.00556238821504006	-5205.3315675354315	-6542.174389468207	-344.50202958839924
101000	-12111.930166284941	-360.141960315376	-11751.788205969566	13.058857096357816	39.04828190525379	0.11256797463049119	7.491057877854738	11.595914898488461	0.3435927986875965	0.18825145814607666	0.1954462885593561	0.27270945460697044	0.16265431760768545	2.2605594393638975	0.5419081379053989	1.9161837241892017	0.005486323564282238	-5208.937764874492	-6542.850441095073	-343.59548378600203
102000	-12117.601717784202	-362.53557592876894	-11755.066141855434	13.146286592643795	42.12600182286105	0.15347196721684664	8.327063748757581	12.907230455593952	0.3435927986875965	0.18825145814607666	0.1954462885593561	0.27270945460697044	0.1615170446390356	2.0676570284760074	0.6600442170003732	1.6799115659992532	0.005299863985142453	-5201.690988103015	-6553.375153752419	-345.4977674155405
103000	-12125.12208038489	-365.16002493112546	-11759.962055453765	12.948692388313953	44.265596456948735	0.1375049645905292	8.327063748757581	12.907230455593952	0.3435927986875965	0.1922430122893142	0.19145473441611857	0.27270945460697044	0.1615170446390356	2.3472432101208325	0.597189788256379	1.8056204234872415	0.005465590038203724	-5214.483248149691	-6545.478807304075	-347.66139943846815
104000	-12133.61506536478	-364.47681283833606	-11769.138252526443	13.443800727962023	46.987758675885516	0.13950967059422423	7.0599817881480185	12.907230455593952	0.3435927986875965	0.1922430122893142	0.19145473441611857	0.27270945460697044	0.1615170446390356	1.8245685951966664	0.597189788256379	1.8056204234872415	0.0057555490059743065	-5221.002974541238	-6548.135277985206	-348.16482121239574
105000	-12130.476311179016	-362.78172297633375	-11767.694588202683	13.873197545275065	47.84977720909366	0.13950967059422423	7.4972297416194404	12.907230455593952	0.3435927986875965	0.1958578424741488	0.18783990423128397	0.27270945460697044	0.1615170446390356	1.8245685951966664	0.5893360024543739	1.8213279950912518	0.005474197126210807	-5209.656953280174	-6558.037634922509	-346.4040822058283
106000	-12113.645534088075	-367.9065821285522	-11745.738951959522	13.546914869606688	49.009919017084876	0.13677179654718521	8.054692899054617	14.224038443324831	0.3435927986875965	0.1958578424741488	0.18783990423128397	0.27270945460697044	0.123566682979319	1.8245685951966664	0.5769912749205887	1.8460174501588222	0.005291831922819074	-5198.513973813327	-6547.224978146195	-351.3216811491044
107000	-12118.968675512546	-369.83866179983147	-11749.130013712715	13.561764783255203	55.800047273124825	0.15555470520104253	7.818030576625231	14.224038443324831	0.3573347948826507	0.18365683845551262	0.18629891205486598	0.27270945460697044	0.1573858064013229	1.8245685951966664	0.5636558837098091	1.8726882325803813	0.005396863610882696	-5208.794671246775	-6540.335342465941	-352.88701904386005
108000	-12139.794601217765	-372.37672927903503	-11767.417871938731	13.752617170485058	50.77051175463773	0.1379885107535681	7.964811502861243	14.664173038591798	0.36122288819836	0.18365683845551262	0.18629891205486598	0.2688213612912611	0.1573858064013229	1.8245685951966664	0.6001242225467885	1.7997515549064225	0.005074126871547261	-5198.046763250093	-6569.371108688639	-355.6602371955254
109000	-12125.7708643882	-369.1349826443575	-11756.635881743841	13.647509360442282	45.71195662655925	0.1435032386617443	7.964811502861243	14.664173038591798	0.3618772264337043	0.18365683845551262	0.18629891205486598	0.26816702305591683	0.1573858064013229	1.7525106841605533	0.5633861645645369	1.8732276708709257	0.005449290096015672	-5205.3873770671225	-6551.24850467672	-352.55509272831694
110000	-12124.652979140346	-368.5213298509504	-11756.131649289397	14.179461985357506	62.284088215280036	0.18488722664175897	6.603460528921786	12.989895291836717	0.35084641027232955	0.1867135092797485	0.19427305739200484	0.26816702305591683	0.1672175190478273	1.7525106841605533	0.5883616452126998	1.8232767095745999	0.004722859075914699	-5204.8821235540745	-6551.249525735323	-351.8032347195465
111000	-12130.448510523054	-373.6316654954286	-11756.816845027626	13.990493586512601	84.2280133563504	0.21567671314792808	6.603460528921786	12.220137629159991	0.35084641027232955	0.1956835918581464	0.19427305739200484	0.25919694047751896	0.10611040827465783	1.7525106841605533	0.5128478493763108	1.974304301247378	0.004909856726405558	-5208.374396318598	-6548.442448709028	-356.5037528789935
112000	-12127.07476981649	-365.1537895786442	-11761.920980237846	14.162878770163797	79.37674442999268	0.21475490490118754	6.603460528921786	12.220137629159991	0.35084641027232955	0.1956835918581464	0.19427305739200484	0.25919694047751896	0.10611040827465783	1.9159774684570217	0.5891272559578362	1.8217454880843271	0.00502586985757567	-5208.258035939434	-6553.662944298412	-347.75579783699646
113000	-12129.455265846476	-361.60772036628225	-11767.847545480194	13.817589786953011	36.84545798063561	0.10516467661342625	7.591475050343364	12.220137629159991	0.3318498505898056	0.1956835918581464	0.21326961707452877	0.25919694047751896	0.10611040827465783	1.9159774684570217	0.4895488270045092	2.020902345990981	0.00526924245379188	-5205.591159306883	-6562.256386173311	-345.9111718736302
114000	-12127.674894945605	-362.4620898923279	-11765.212805053277	13.558661429173059	32.319621805990565	0.10828134736521185	7.591475050343364	12.220137629159991	0.3510164405756546	0.1956835918581464	0.19410302708867974	0.25919694047751896	0.1165996717564413	1.9159774684570217	0.5580367546002063	1.883926490799587	0.00513583964537881	-5208.209511590611	-6557.003293462665	-346.85960657792435
115000	-12126.992976976831	-363.75852159663265	-11763.2344553802	13.577718699260386	31.727478109106713	0.0629093556564265	7.591475050343364	13.01362667475266	0.3510164405756546	0.1956835918581464	0.19410302708867974	0.25919694047751896	0.17406596813902106	1.9159774684570217	0.5316304778896223	1.936739044220755	0.00544667916467572	-5215.525409747404	-6547.709045632795	-348.3829222062588
